Size,100,500,1000,2500,5000,7500,10000,25000,50000,75000,100000
0,20114,27587,30381,35410,40788,45397,65860,99246,101899,144992,177957
1,19136,27168,31499,35829,74033,45676,73544,67746,78083,128998,98198
2,18927,27098,30521,34292,40438,47701,56712,65162,88699,109163,110978
3,19207,27658,31428,52032,41626,44350,50426,67677,103506,96381,134026
4,19137,27517,31429,38693,39949,46166,54197,67956,111956,108604,94776
5,18857,27238,30521,36667,39041,43581,49518,65093,73404,112306,117264
6,18857,27028,30102,35619,44559,44350,59226,74661,84788,146179,110490
7,19137,27169,30870,35270,40857,52870,109722,66280,79620,95753,136610
8,18717,27517,31010,142128,39530,44350,51823,100223,88350,110490,116287
9,18927,27238,31009,36178,40368,44768,47981,72007,82273,77175,99105
10,18718,27658,31009,35270,43651,45606,49029,83811,74311,97779,87023
11,19137,27238,30940,35270,50915,44489,48331,69213,69982,109163,108883
12,18368,26749,31080,35689,50006,43791,51125,101829,74032,100921,110909
13,18928,27168,31010,35340,42743,54896,49239,78153,121804,173836,113702
14,18578,26750,31010,35689,44210,44000,51124,156097,71937,78363,95404
15,18718,27238,30521,35689,44280,44699,48610,126623,70680,123481,90585
16,18508,26680,30521,36178,40020,49657,55734,219233,88210,82414,111049
17,18508,26330,31010,35759,41835,49727,53848,105322,70052,89188,108673
18,18788,31010,30520,54476,40579,48190,62928,150649,83810,88909,99944
19,19136,26889,38552,41906,47982,57200,49657,68584,98546,87372,102598
20,18159,27239,37645,34851,44490,43511,48610,77804,71169,75010,129138
21,18508,26890,31428,34781,42883,44420,48749,108185,74801,81016,117823
22,18647,38134,35340,35759,43791,45188,66839,173627,74522,169646,87372
23,19137,26680,39041,35480,51124,44698,53848,80039,75708,138008,111119
24,18019,27168,31010,34711,41346,45327,63975,62160,75988,86185,132140
25,17390,26750,31988,35620,40369,54966,67188,85486,76756,97639,110490
26,18928,27238,31988,38623,39950,43301,76826,65232,95962,77245,150160
27,24863,27169,30940,48540,39950,44210,107208,77385,79690,82763,124319
28,18508,27309,31498,36597,39740,44839,50426,62718,72426,113004,99315
29,18648,27238,31498,35689,43512,42952,49168,74381,93448,78223,135982
30,17670,27588,30521,35969,41207,43372,63696,60763,124528,122572,102947
31,18857,27239,30521,35759,40648,60273,61530,68514,131093,101620,88280
32,18298,27098,30520,35480,40019,43162,63207,61530,73823,126344,93868
33,19066,27098,31289,34781,76546,43441,52660,65861,82762,83671,121525
34,19137,27238,30940,34711,41836,55943,55455,62928,81157,110140,129277
35,19067,26750,31289,35340,39042,44629,53568,75010,87232,88140,109093
36,18997,26191,31709,35690,39461,44350,53778,69981,76687,116496,114541
37,18787,27168,31010,35759,42952,46026,60414,68655,77245,99035,135074
38,18997,96172,31010,36318,47632,44908,94636,62019,75848,117334,96381
39,30031,33105,31010,35340,42883,45817,72566,72007,74311,108883,151627
40,19137,32406,30521,34782,40928,45676,53219,67188,77804,85207,250383
41,19137,26749,31009,35550,41276,44210,50426,69283,91144,152534,198979
42,18927,37226,31009,34851,41067,45467,83461,121734,82274,132979,132630
43,18787,26191,30940,35969,59016,45467,63696,139684,83112,137169,89118
44,19067,26260,31010,35829,42883,45747,77803,222306,79550,103925,179842
45,19067,27168,31498,35479,42534,49518,65931,133817,82623,113493,107277
46,19486,31219,35340,45187,40439,45328,68165,62927,80458,74522,109791
47,19137,30521,49029,44699,140243,45048,58038,83322,78572,102179,124039
48,19067,30521,31917,35759,51473,44419,56223,63417,68375,80178,111747
49,19486,30940,31290,34711,51054,44768,48610,89049,73404,78223,108535
50,18578,30730,30731,35480,55385,44279,50076,70889,78782,76756,88769
51,19137,31009,31709,34851,53918,44769,48400,66769,77175,115588,87791
52,19136,30032,31847,35480,50915,47842,49588,61600,78363,160007,106718
53,18997,30940,31219,34851,46165,43442,49239,84090,79410,173068,80248
54,19067,30521,31220,35968,40369,44838,50425,59575,71588,85207,126204
55,19207,30102,31359,36248,41625,45676,49518,67328,75848,76687,99175
56,19067,30521,30032,39740,41277,44000,54337,83880,75220,95194,128788
57,18857,30102,30731,40020,53080,44839,59156,68166,71938,131791,124109
58,18858,30521,31988,38972,40648,47074,107137,62019,71588,103994,129556
59,20114,30032,31010,39111,40857,56991,63976,65861,81016,79899,85836
60,19137,30730,31429,39601,40019,44000,83041,58597,72146,134376,117753
61,19416,29124,31009,38134,114820,45886,83322,68725,74452,138636,115379
62,19206,30521,31009,39391,40858,50077,92470,61181,337965,110141,88210
63,19416,30800,31429,38902,40997,43652,87722,66000,75289,136960,83251
64,19137,30521,31010,39041,40927,45187,85347,60553,74800,99385,85346
65,19137,30032,31010,39251,42394,44210,72565,78363,76756,82483,125855
66,19485,30102,31079,44699,44140,44279,51194,86394,76617,94566,109722
67,18787,30521,30521,36737,59435,44908,50006,82134,86115,76616,86743
68,19485,30032,31010,35829,40928,44210,62997,83391,80598,127811,87512
69,18648,30591,31079,38902,41416,44489,59226,78782,75359,119709,124947
70,19067,31079,31010,39251,86045,45537,50077,90236,76896,103156,113982
71,18927,30591,30940,39670,49448,43371,50216,88769,76268,88699,86394
72,18717,30940,30800,39461,55315,44279,51543,74311,74242,75359,108674
73,19207,30521,31009,35340,48051,45816,51054,74241,79689,85975,137169
74,18717,29124,30032,35689,51333,45327,62020,71937,76267,83810,85346
75,18997,30940,30521,35130,53708,45187,63905,87791,90165,112654,82414
76,17600,31220,31080,39600,50635,44769,70191,68654,80038,87162,84229
77,18718,30521,31429,35061,50496,44140,63905,73403,77804,84020,79480
78,21930,30520,30521,34292,51264,44909,50775,63486,76128,134376,83042
79,18368,31219,31429,35340,117405,62439,54058,71937,75988,76686,82274
80,18997,30591,31009,35271,52452,44769,60483,63975,75779,76197,85416
81,18997,30521,30452,35759,52033,44420,57270,68166,73334,106788,87791
82,18997,30521,31428,35340,41416,46375,87232,61041,71937,78712,82553
