Size,100,500,1000,2500,5000,7500,10000,25000,50000,75000,100000,250000,375000,500000,625000,750000,875000,1000000
0,8101,47074,75918,217138,455717,885593,922609,2516328,5388150,8770167,12316172,32451825,47351444,64096771,82274624,107106861,117444635,133759677
1,12850,47842,101480,215532,489451,695763,916743,2516538,5569600,9672103,13089320,30444224,49415198,64055285,79715902,101447655,114456874,137550268
2,9359,35270,89467,206941,455788,686335,913740,2794019,5688400,8316335,12013827,31469640,47610486,64560101,79440725,95943426,113016039,132678666
3,9638,34851,482816,207779,456695,682773,1283831,2501382,5775423,8338964,12113910,30089079,44461322,65355459,82172725,96921770,112217329,134155051
4,8031,34362,79968,207430,453901,676347,929174,3641479,5670870,10077953,11951877,29727927,44679718,62817550,79723306,100848343,114680858,136253587
5,6705,35620,110071,206592,457324,668456,909200,2403883,6397993,9881698,12490287,29993815,45286503,62670812,79324230,94095484,115952466,130746634
6,7124,33873,91074,223284,457812,672436,993289,2767060,5797493,8178118,11292431,32889733,47694646,65555695,79726239,98148541,117070353,133150378
7,6216,34292,80598,210294,463959,678582,925263,2626678,5389967,8944143,11519068,27951642,50998789,61501312,76446610,94552878,113541878,132298518
8,5727,34292,77595,206103,456276,793542,927428,3094688,6381230,9272748,11368908,29713261,44356490,61884604,79540460,98821326,116394425,129433050
9,5796,33804,77664,208408,565508,726494,1242484,2489020,5364474,8252640,12253174,29404002,45721687,62092452,79090609,99223126,114755868,131473477
10,6775,32896,78502,209036,496016,684659,931060,2996001,5381236,8696693,11498255,29151733,47246890,63678628,81166026,97374136,114660394,131114771
11,5239,50146,105321,220561,452156,673344,943422,2442086,5497173,9610293,11379734,31570772,47136750,61729066,81195500,99559413,114756077,130289660
12,8660,40857,79061,214065,438536,677046,922400,2814064,5500107,9706815,15071288,28934385,46392447,63913157,76650339,96579895,114060593,132792090
13,10477,33314,78642,208268,462562,667687,954317,2457312,5652571,9079008,11326304,29794975,45952374,63276969,78021472,94852010,114626940,133046454
14,9358,225659,75778,341107,446777,679281,942235,3599504,6201178,8505258,12638002,30169188,47031498,65662903,79004146,95029548,117922633,126857846
15,8241,35340,75569,272033,450619,733269,1320149,2478823,5425237,10440642,12608739,32751376,48755821,64486348,79057365,101099006,112148047,134135776
16,6286,33385,75219,279995,469895,839497,916254,4014853,5494310,8339522,12250241,28558847,46376873,60852064,78526987,97724672,113061786,135592675
17,6216,34362,75569,208967,487985,681097,944330,2434264,5464068,8914949,12079059,29410427,47137309,62119971,79576428,97611458,112380760,130461681
18,5168,32896,75709,209595,451038,672436,920933,2843467,5569599,10402369,11127884,29908398,43555126,61215520,80319964,96848228,114685538,131829112
19,6286,33803,75709,207918,449013,681306,1079962,2551388,5611574,8178328,12240813,35418493,44657089,64511422,81652056,97729281,118326248,130601854
20,6565,33803,74452,208967,446987,672018,910317,2908419,5906795,8897768,13314978,31871790,43662054,62351635,76596142,99941099,114378513,130529707
21,5797,34083,107626,235157,462701,688360,1145265,2435241,5758801,9310882,11151002,28353093,45428212,63565555,79854399,103110868,113695740,131527326
22,8520,32896,84438,223074,702189,676976,953480,3347026,5540336,8203890,11801299,31615890,50764120,60940274,79862640,97977429,114665284,131344900
23,9498,36667,75779,209595,452714,688290,1030096,2436848,5354696,8241744,11278323,31944635,50301000,64604941,78479076,95449228,117509939,130148441
24,8730,40159,76616,221817,448175,777478,960882,2777466,5472310,8655417,12925472,35107348,48524366,62329426,79062673,101831786,114037407,132956848
25,6635,41067,75708,210433,444823,739554,926660,2441946,5558634,8652553,11693183,29305735,44574257,67666173,78105352,95576269,112463593,132703463
26,6146,39670,80178,209595,443983,703446,924076,2742546,5477548,8290145,11939026,34308218,44085435,62172283,79739998,96846342,110663003,130796084
27,5238,32965,75709,208268,442099,678722,1222370,2417083,5776470,8215833,12171948,30931091,45853758,64256569,78407976,96029473,114586433,132006302
28,6146,32896,75359,208617,465006,682563,955715,2859182,5407916,8615049,11283492,31098990,48222580,64371110,78174636,101073374,114917623,133193403
29,5727,34641,77175,207849,445800,686405,959625,2414080,5382633,9687120,11324559,35492105,46942870,63164803,77574695,96476391,114570509,130475720
30,6216,36667,104763,215043,452365,676836,949568,2852267,5269490,8324925,11686688,29666047,46345583,63173534,79840221,94108616,115263828,132761571
31,5727,34851,105670,232713,460746,680608,965492,2511159,6118136,8730986,11988544,36119564,50190091,69348243,82806400,104207174,113414070,135983581
32,8451,38413,75638,209036,459768,844736,969613,2952490,5434945,10318698,11467804,30254743,45819395,63357078,80226447,97600144,115260686,133448675
33,9149,37645,74800,207849,445031,744583,1237316,2493700,5448214,8213808,13464509,34451603,46565166,64719271,80642075,98711536,114920207,132904886
34,7124,35270,75848,238998,451387,669503,955086,2770343,5544527,9082849,13859744,29481665,47589814,64479086,80734405,96105601,115605145,138123323
35,6286,34292,76267,210643,722094,680608,927010,2510811,5627987,10723780,12034501,30733858,46570474,63942003,78826398,96722723,112666064,131343434
36,5657,34711,75779,226147,534918,686195,930432,3301978,5449751,8312425,13258197,37891798,45357393,63149998,79600106,96827486,118011823,130174982
37,6146,33804,74800,218953,445451,665033,929104,3080160,5609479,8934644,11192139,35905639,47418911,61456334,79264516,97600983,117035644,131805996
