Size,100,500,1000,2500,5000,7500,10000,25000,50000,75000,100000,250000,375000,500000,625000,750000,875000,1000000
0,2794,3841,6775,23818,28148,44702,52314,240969,429973,468179,553530,1324283,2100065,2548272,3358409,3923927,5112258,5281362
1,1886,4331,5797,20884,27659,46657,52874,202275,261016,726540,834591,1664224,1983282,4114732,3298567,11840573,4948924,5246096
2,1956,3702,5657,23887,102884,51407,53083,141788,510296,474395,547035,2243878,2108377,2610208,3191316,3814299,4509681,5163554
3,2375,3911,5308,27170,79275,82139,59299,143744,276032,442545,514766,1344469,1929990,2542969,3275317,3885035,4532519,5137857
4,1397,3771,5797,27449,28148,68170,60417,129774,455187,472928,854218,1322397,2032663,2573552,3518875,4109122,4542575,5024726
5,2375,3702,6565,24795,27240,74875,69218,129774,299919,593273,517979,1453359,1931736,5100600,3657556,5449011,6018480,5130946
6,1956,3841,10617,25285,28009,69567,52105,140251,258571,399171,521471,1331198,1952689,3756672,3999011,12354050,4610315,5108251
7,1956,3352,9499,12851,27729,40161,52524,130193,261993,483685,566592,1396784,1984748,2660627,3449819,3859554,4554452,5097080
8,2445,3283,5587,13969,27659,45749,82978,270165,472370,414956,845767,1432545,2358706,3461244,3204170,11802824,4982667,5113564
9,1467,4190,6217,14947,44632,39743,52035,176431,321083,467550,511204,1309895,1957648,2583889,3183990,3903200,4435601,5090308
10,1467,3423,6636,24795,30034,39044,109239,173358,286020,612969,514067,1834230,2851469,2577046,3234478,3877437,4477713,5072573
11,1955,3702,6216,25005,48124,39952,59719,168958,328137,434512,861203,1296694,1962817,2656650,3194815,11795921,4527084,5078651
12,1467,3772,6286,21583,45889,40092,62513,433326,407832,432767,518538,1286078,1900724,3219094,3251725,3912075,4645593,5046109
13,2445,3353,6217,23329,26611,46797,52733,129844,312981,412721,557093,1316810,2420869,2748679,3403324,5160213,4639870,5030189
14,1467,3283,5587,22421,39184,145350,85911,244881,259548,535790,565545,1299278,1977066,4616446,3185810,3892666,4465987,5120206
15,1467,3841,5587,23398,28078,71104,101696,219317,330092,701395,638743,1391894,1910573,2745331,3179316,3950694,5111870,5170000
16,977,3702,6076,23748,27589,48264,52105,160855,261853,421592,516442,1306472,2231375,2656233,3381959,3819137,4594202,5186484
17,1467,4261,10337,22420,28148,56715,88705,147794,286788,411883,914635,1308079,1941375,2542906,3404444,3871510,4567879,5095978
18,1467,3841,7543,22491,46308,61465,131311,164558,341617,417471,537466,1369543,2115012,3252058,3669792,4290912,4514879,5170775
19,1396,3772,6775,22072,27589,43375,60068,132987,286020,442825,592854,1295367,1898070,2617483,4540822,5701128,4471094,5078104
