Size,100,500,1000,2500,5000,7500,10000,25000,50000
0,2374,10616,24235,63277,228312,178795,236064,598123,1204767
1,6146,11803,24933,59295,125296,180890,406338,583247,2388302
2,3283,11384,25492,115448,119430,184592,232782,589602,2656144
3,3352,19276,24235,119150,115727,330071,245493,593653,2216841
4,3283,10616,24654,104552,122153,182775,236204,595400,2226061
5,3282,10965,23955,276713,123968,201004,242560,592326,3519945
6,3353,11733,23467,109582,124318,180051,327138,606853,1330343
7,3352,21162,23327,59575,128160,183893,245353,601825,2857847
8,3283,12012,42464,62997,144921,175651,240674,609368,1302266
9,3282,16482,24793,59086,123270,177957,237810,639050,2619967
10,2864,21023,23187,108813,123619,182356,234528,597914,2366582
11,2933,18647,24864,58806,122571,212807,243677,590580,2381108
12,2864,12013,44839,60622,198141,180401,236623,609577,1889005
13,3771,11803,44768,73753,201563,175791,236763,593024,2498094
14,3282,11454,25492,112585,123480,178934,286280,595818,1470724
15,3422,11873,30521,207430,122572,181937,236624,604828,2944451
16,3353,11733,24445,60552,119289,198559,231245,592815,1191358
17,3352,12012,48191,115867,119220,181379,239067,594352,2452138
18,5518,11524,24654,59156,122502,174674,245354,591209,2313502
19,3423,11734,24025,59575,129207,181378,240465,580453,2700773
20,2934,11174,24305,60553,123480,176070,256877,581571,1901717
21,2794,17810,45607,59575,129695,182286,289144,583177,2803650
22,3283,17251,23816,65302,118311,183334,234388,722092,3097543
23,3353,12362,39810,74801,123969,184940,248567,584993,1972396
24,3353,19416,40438,60762,124528,175162,245563,586460,3078407
25,3353,23397,40019,132350,118102,182147,243887,588485,2640640
26,3283,11385,47074,60483,118382,181448,231455,633603,1181161
27,3353,11873,40508,61042,119080,183194,235156,610625,3933966
28,3353,12571,24305,59575,220560,220420,395862,593793,2257978
29,3282,14108,23955,60133,129347,176070,235087,1025554,3073728
30,3352,25842,25143,60552,122083,182775,236414,602732,1454450
31,3353,23676,24794,224680,235716,175582,244306,598682,2396753
32,3422,23327,25213,60832,132629,181728,238509,597495,2178079
33,3702,23397,42883,73403,118312,178096,246890,628994,1920155
34,2794,23396,24794,62019,194648,183684,235716,600288,2340321
35,4819,23328,23746,59715,202122,194159,231944,602314,2988172
36,3353,22489,43512,59575,119010,202541,237461,592047,2482309
37,5588,23257,24165,103296,203658,173906,238509,602244,2427763
38,2863,22489,24654,91074,214972,180261,238300,596168,1476521
39,2863,14038,26609,60064,121454,268262,233689,725584,3069467
40,3841,22978,24235,60552,121874,181588,319176,694155,2069615
41,3353,22908,142127,59505,120616,185709,269239,615513,2681569
42,3772,23048,25842,59994,336915,182286,239417,591488,2442012
43,2863,22350,44001,60553,194928,213576,264700,648689,2015140
44,3352,25283,25213,65372,119499,186687,240813,588415,3502347
45,3841,21581,24863,59296,117752,255690,246611,589673,3801758
46,2794,23397,24444,59086,118172,185639,237531,1141421,1400325
47,2445,23467,24793,122851,122571,176280,235297,606854,2259306
48,3353,30520,34782,60343,125855,185150,232992,598193,2182690
49,3283,22909,25073,58597,118311,181938,234389,603012,2034905
50,2444,23048,24654,67676,135422,180052,233341,,
51,4819,21511,25771,60343,343970,174604,244306,,
52,5867,20673,45257,67397,130115,334541,235995,,
53,5308,13409,24794,62228,119220,294522,235646,,
54,2445,22978,42813,59715,124457,177328,237181,,
55,3841,24235,41556,107906,116566,174744,240744,,
56,2375,22559,36527,104413,118102,183195,234318,,
57,3841,15575,23816,59086,124667,185708,252687,,
58,3352,12851,24933,60134,126343,192623,236902,,
59,5378,12920,28984,61041,122711,180471,238509,,
60,3282,12851,25213,60553,296338,196604,238369,,
61,5727,13270,25073,60133,215671,293824,243328,,
62,5308,19276,24374,59994,124667,183265,234458,,
63,4330,11943,31498,59644,145969,214483,236554,,
64,4819,12781,24235,58597,130184,226356,235785,,
65,5168,29823,23537,60552,117614,177957,241582,,
66,2374,12083,30032,111886,121873,209874,238928,,
67,3353,12921,25143,100223,123061,177258,249195,,
68,2375,13270,23885,59086,397539,180680,235925,,
69,2793,12781,42394,60064,243398,175931,240534,,
70,2863,13340,25282,59645,120128,176839,235086,,
71,5238,22908,24444,60483,121105,183753,246122,,
72,3771,12501,23816,118521,118871,181728,234808,,
73,2863,11803,23816,70051,136610,343202,237950,,
74,2864,13060,24165,63975,122502,183754,233690,,
75,2794,12362,23327,61041,124038,175233,247309,,
76,3352,11384,23746,60343,123480,183055,234878,,
77,2794,12012,23397,60064,122572,182357,235716,,
78,2794,11803,36388,59086,205264,340059,238859,,
79,2934,12921,23537,64883,117822,267144,465284,,
80,2863,11454,23466,60064,117822,175023,235156,,
81,5238,12083,25911,66699,136610,182217,244795,,
82,2863,11454,23467,59994,119219,185429,241233,,
83,2375,12152,23816,93239,118381,176909,237461,,
84,2863,13689,24864,59225,121943,183264,239277,,
85,2375,21511,30101,58737,123061,176909,239556,,
86,2863,17949,24724,59156,117404,339151,240605,,
87,2444,12921,23885,59855,118940,182845,470522,,
88,3283,11873,23746,62368,213436,321760,235226,,
89,3212,11873,24445,58597,154559,179074,238160,,
90,2933,12362,55105,59155,128090,234039,243747,,
91,3911,11943,44768,59366,128997,184312,402706,,
92,3772,13130,44489,181309,143943,355913,231595,,
93,2794,13339,46933,61321,118032,177887,242071,,
94,2794,12991,48889,74311,117194,188852,231455,,
95,2794,12781,45746,59156,116566,203449,240046,,
96,2863,12292,46794,59435,133188,177677,352560,,
97,3352,12781,47003,59086,117054,179772,397329,,
98,2794,12642,24235,59226,116216,188642,234249,,
99,2445,12362,26330,58597,123620,182566,241931,,
