Size,100,1000,5000,10000,50000,100000,500000,1000000
0,1886,4190,26191,294242,147854,290959,3706765,6442036
1,1467,3841,24026,29962,143733,304788,3553883,6322258
2,1397,4191,25911,36666,150159,293963,3727438,5709888
3,1467,3911,23955,29543,172089,502998,3405470,6278816
4,1467,4261,21162,40858,178095,518224,3716823,6841110
5,1467,3771,17949,36527,178376,468357,3604377,6153312
6,1397,4261,14248,36178,178305,294800,3701876,6343141
7,1467,3771,15574,29124,177537,291169,4134405,6229229
8,1396,3841,15295,36318,178724,292915,3737286,10924321
9,978,3911,15296,36737,178445,287677,3975027,6426182
10,1466,3702,15226,29054,178654,291448,3112484,6921288
11,1397,4260,14178,28845,178445,290051,3721292,6733065
12,908,3771,14457,29054,177886,291519,4115827,6859269
13,1467,3841,14527,28635,178306,295779,3676804,6225387
14,1397,3352,30031,29054,171042,300667,3423698,10741336
15,1885,3911,18159,29124,262464,289981,3686651,6383230
16,1397,4261,18298,28635,193181,296128,3889051,6484359
17,1397,4191,17949,28984,178934,297176,3887864,6722798
18,1467,4190,32477,29054,187175,290051,3755794,6386023
19,1466,3911,18508,29054,147715,290051,3917896,6369959
20,1397,3771,17949,28426,183055,289562,3582098,6400620
21,978,3842,18159,28635,183473,289842,3689724,6787890
22,1467,4260,18158,29054,183054,292356,3737845,6725872
23,978,3772,18857,28565,183125,290051,3832760,6375198
24,1397,3841,23327,32266,150299,290052,3793788,6965498
25,1397,3771,23396,47841,183333,293544,4240284,6311223
26,1815,3912,23537,30102,182775,289563,3451844,6385534
27,1397,4191,18089,29962,183054,299899,3827801,6489808
28,1466,3841,18019,28984,186057,289772,3793927,6698563
29,1397,4191,28635,28915,178864,290052,3661159,6378061
30,1816,3842,18578,46095,182915,289772,3658086,6511319
31,1397,3841,18159,46654,183264,290052,4125674,10745108
32,1396,4261,18508,45956,182705,289632,3974677,6730620
33,1397,3911,18228,49448,183613,285302,4074970,6439591
34,1466,4190,22419,44699,183125,290052,3473425,6946500
35,978,3772,18228,46235,187803,418839,3912029,6205971
36,1815,4191,18508,44909,183124,290051,4166671,6718119
37,1885,3422,18787,45746,188293,298503,3957845,5779171
38,978,3912,18159,44908,183194,290540,4131960,6249413
39,1466,4190,18019,45187,147785,291448,4050595,6308359
40,1467,3842,19136,46095,183054,291938,4502469,6884551
41,1467,3772,19067,46165,148203,294242,3640137,6115597
42,1886,3841,18997,46026,183334,290052,3812365,11250620
43,1886,4260,19485,45607,182915,289562,3846588,6360740
44,1397,3841,29473,45677,183194,284255,3377184,6916678
45,1467,4261,24584,43302,183613,296617,8293602,6601274
46,1955,4400,18229,29474,183194,290052,3672124,6945243
47,1397,4190,18229,30311,183264,305905,3515958,6338391
48,1396,3842,18229,28635,183124,289562,3507088,6530665
49,1466,4191,18578,29962,194020,299550,3438504,6550360
50,1397,3911,18089,29194,183403,289563,2002145,6557484
51,1397,4260,27168,29054,183194,290052,4078880,6486874
52,1397,3772,18508,29543,182775,289493,3842188,6358785
53,1467,4331,17879,29054,183334,289772,5930167,6404182
54,977,3771,27657,29124,183543,289772,3637063,6722729
55,1467,3772,18089,64743,183194,290331,3349246,6468436
56,1397,3772,31918,29124,183544,296966,1513883,6832519
57,1886,3841,18369,29124,183334,343201,3295678,5914664
58,1467,3842,18089,29823,183404,295219,3676663,6337972
59,1467,5308,18577,29124,182775,289772,4069941,6428557
60,1397,5587,18578,28915,183194,289842,3528250,10976771
61,1397,4819,18229,29054,182984,290052,3686232,6892932
62,1885,4679,18299,28216,182984,292705,1992227,6548195
63,1397,3772,18368,29473,183264,290051,3701248,6313318
64,1397,4750,23327,28984,182705,290471,3661857,6950062
65,1397,4679,23397,29543,182915,299690,4019934,6444131
66,978,4749,18578,28845,178515,312052,3653965,6503985
67,1396,4749,18508,29124,191295,432389,3304758,6864228
68,1397,4749,18648,29123,189480,291099,1529946,6435331
69,908,47073,18648,28705,183334,289632,3430193,6056930
70,1466,3912,26610,36178,182984,290610,3989343,6619852
71,1467,3772,18159,36667,183125,289842,3658924,6429954
72,1466,4819,18508,29473,183125,290541,3567920,6983936
73,1467,3841,18159,29334,183334,290052,4206271,6496373
74,1885,3842,23048,29054,182915,289842,1458639,6405928
75,1397,3771,18508,28844,182706,297106,5992606,6405718
76,1467,4330,18019,29613,183264,290051,3798956,6480658
77,1467,4261,18578,28635,180331,290052,3313837,6163578
78,1467,3841,18159,28635,183054,285792,6394684,6166372
79,1396,3842,18578,28845,183194,292566,3714936,6533319
80,1956,4330,18159,36108,183055,290052,1446347,6514392
81,1886,4679,18647,29543,182845,304719,3396879,10174642
82,1467,4749,18089,33664,194858,289842,5809761,10499964
83,1466,5238,18717,29124,182915,290960,6110638,6140321
84,1467,4679,22349,28565,182636,292566,6330220,6515718
85,1467,5378,23397,29124,182985,289773,3713331,6356830
86,1397,4330,23187,28565,183124,289632,1475401,6696608
87,1467,3771,18578,28635,183474,294102,3554790,6249972
88,1467,3841,27657,29123,182775,289842,3683788,6726290
89,1885,4190,15505,34153,183194,291029,3573647,5961946
90,1397,3841,18228,29054,187105,290051,3844842,7133466
91,1466,9080,18089,29054,193671,301785,3643140,6585630
92,1397,4330,18019,35898,183125,289842,1448093,6855078
93,1467,3702,18578,33874,167270,289562,3632105,5987019
94,1467,4190,23257,47004,183194,289563,3468257,6811706
95,1467,4749,18368,28565,183404,290191,3572529,5898600
96,1467,4260,18577,28984,183124,290261,4304399,6794107
97,1956,4260,18508,28775,182915,290959,1459546,6398036
98,1397,4680,18648,40089,183264,293823,3838905,6715465
99,1467,4330,18787,29543,194927,290121,3280662,5925349
100,1467,4261,18368,44629,147784,289493,3744060,6384347
101,1467,4190,18089,52032,218953,399354,1813782,6417452
102,1466,4330,18578,51613,178445,303880,1543286,6518583
103,1397,4190,18578,51124,178445,284813,3485717,6273090
104,1467,4330,32895,51473,179981,284744,3421113,6427020
105,1467,3772,26261,37854,178026,291169,3999541,6781325
106,1397,3841,26331,28635,143175,291029,4014487,6699751
107,1467,3771,26261,28845,147156,287188,3784569,6018867
108,1397,3911,26540,29543,177537,292287,1473725,6110498
109,1885,4260,26190,29543,180121,285303,3498638,6509852
110,1466,4330,26190,31778,182705,293683,3502828,6935326
111,1397,4260,26610,28635,151556,289912,3433964,6264289
112,1397,3772,26679,30032,184241,291029,3678269,6124746
113,1885,3841,26121,28635,185988,289842,1466740,6165883
114,1397,4190,19556,28635,183055,292146,3670238,6962005
115,1467,3771,23257,28565,163219,289842,3955540,6273160
116,1397,4400,18438,29403,182775,292007,3590270,6437216
117,1467,4260,18229,28566,182775,289842,3509044,6100232
118,1886,3702,18578,28635,183264,290750,3592994,5992397
119,1816,4680,18508,28705,182915,289772,1442925,6626488
120,1466,4260,18718,36318,182845,289772,3549203,6628862
121,1885,4190,18019,28635,183613,286001,3578606,5950003
122,978,4400,18159,29054,183194,302344,3846657,6891466
123,1397,3771,18089,28635,182775,293474,3425653,6377852
124,1467,3912,23676,29892,182706,290052,3810480,6560696
125,1397,4680,18159,29473,183125,289842,1574925,6438544
126,1886,4331,18578,28635,183124,285791,3653196,6539255
127,978,4679,18648,28635,178305,290750,4032645,6629141
128,1886,4330,18159,33873,183264,299550,3923274,6298861
129,1885,4260,17880,28356,182705,324064,3910143,10088668
130,1467,3841,24794,28566,194858,302763,3564288,6228252
131,1885,3771,18228,49099,191505,298991,1477077,6320512
132,1397,4330,19137,29054,197372,291658,3403793,6303331
133,1956,3772,19206,28216,183334,292915,3384167,6318067
134,1955,38971,23327,28635,158400,290121,3523501,10781425
135,977,3771,26679,36737,177816,290052,3976213,6528709
136,1467,3911,26400,36667,179143,289563,3763267,6772665
137,1397,3841,26679,36248,183264,292636,1597064,6356200
138,977,4190,26261,39670,286071,295290,3494796,6775808
139,1816,3841,26750,133188,263791,290051,3694124,9151954
140,1397,4191,26260,36736,184940,289563,3736728,6897822
141,1467,4330,26470,36666,148344,306813,3901553,6520048
142,1466,3772,26190,36178,187944,302763,3312091,6339439
143,1397,3771,25702,36806,183124,290261,1664112,6318975
144,1397,4330,22489,29333,182775,292846,3398205,6149610
145,1467,4260,23327,29613,183125,290052,3556537,6327776
146,1467,3841,18787,45746,182915,289562,3647959,6767427
147,1396,4190,18648,29124,195556,290052,4081604,6629491
148,1397,3842,18229,29962,183124,290052,1702944,7003491
149,1467,3702,18299,42813,183194,290540,3478174,6165743
150,1397,3911,18299,28635,182915,292007,3846029,6866114
151,1397,3841,18718,29962,183125,310585,3416714,6132568
152,1397,3841,18647,30241,183124,299410,3868518,10496821
153,1956,3772,18020,128299,182985,290471,2431391,6258981
154,1467,4330,23397,29543,183334,289982,3678480,7005308
155,978,3772,18088,29543,179074,289982,3391221,6479611
156,1397,5308,18438,28635,188152,290051,3311811,6481217
157,1467,3841,18159,29124,183055,290052,3726740,5847336
158,1397,4260,18229,47353,182705,289982,3442765,11195306
159,1397,3841,18508,44349,182635,290191,1457032,6919752
160,978,4191,18718,46166,190877,291308,3292186,7689125
161,1886,4260,18508,44978,183334,318757,3624980,6281052
162,1397,3911,18717,46166,182985,292496,4077972,6749059
163,1467,4190,18438,37714,183054,291238,4022448,5830295
164,1886,6775,18648,36457,182915,290750,3873896,6928272
165,1467,3772,18298,36736,183194,290052,1473165,6017819
166,1397,3842,18438,36248,182635,290052,3902321,6568868
167,908,3771,18578,28635,183195,289842,3948347,6175941
168,1467,4330,29613,36737,183054,293055,3690562,6540303
169,1397,3841,19137,36666,182845,294312,1456613,6243267
170,1397,3841,18229,36108,186547,295569,3892963,6782933
171,1466,3841,18508,35759,182775,289981,3575254,6302144
172,1397,3911,18787,50216,156026,289912,3674219,6790964
173,1467,3701,17810,51264,183124,292147,4063934,6435262
174,1956,3771,23816,50566,192273,292147,1442855,6976952
175,1466,3771,23886,52521,183264,288864,3228142,6082004
176,1397,4819,26680,51473,182915,290051,3621139,6691370
177,978,3771,27098,36248,182845,290122,3287228,5909704
178,1397,4261,26261,36667,149880,360242,3852873,10696987
179,1467,3771,28146,36737,182844,290052,3548574,6631516
180,1467,4260,24305,36667,183124,295638,1500404,6846907
181,1886,3911,26260,163638,182775,297106,3892054,6494347
182,1467,3841,26609,36877,148483,290680,3840721,6608398
183,1397,3841,26750,36667,147784,285721,3764733,6209185
184,1397,4261,24305,36667,147714,294592,3928722,5906003
185,1467,3841,26470,36247,182775,295011,4094804,6097019
186,1397,3702,26121,29123,183125,290261,1464156,6390005
187,1397,3841,26051,36248,182706,294102,3245881,6378131
188,1466,3772,26190,36178,183124,292915,6074111,5742923
189,1886,3841,26330,33873,182845,292007,3633711,5963831
190,1885,4330,26051,36736,183264,290959,4010575,6096950
191,1467,4191,26610,36737,182705,290261,3836530,6437496
192,1397,4400,25981,45397,183334,289982,2039929,7116216
193,1467,4190,26820,36248,183124,290330,3706905,6112734
194,1467,3842,26260,37086,183124,293334,3694333,6806190
195,1397,3771,26749,36388,183124,298642,3800981,6601135
196,1466,3842,26609,38693,183055,289633,3526854,6716652
197,1467,4260,26819,35829,183055,297384,1436988,6867440
198,1397,4331,26121,36388,183404,290541,3790435,6950482
199,1397,3911,26260,36667,183125,292217,3809921,6039679
200,1467,5657,26330,36248,182914,290052,3983966,6201014
201,1467,5797,26820,36877,182985,346832,3814321,5970955
202,1467,5308,26749,36737,240534,286559,3387729,6482614
203,1885,5308,26470,36806,185709,454319,1470581,6423389
204,1397,5168,23746,36667,221397,296547,3858461,6626278
205,1397,4679,23885,36597,226706,287188,4265008,6281191
206,1396,5727,18298,28565,252895,284813,3417831,6891675
207,1885,5169,18298,36877,178305,290121,3771019,6679777
208,1466,5657,19137,36666,178864,290540,3591038,5973120
209,1397,5238,18578,35759,202680,289563,1479730,6714767
210,1466,5307,18159,36527,147994,289842,3360421,6521096
211,1396,4889,19486,30032,182775,292705,3617857,9495504
212,1397,5238,18577,36527,178235,292845,3209075,5991698
213,1467,4190,18578,36737,182985,290121,4022169,10135671
214,1467,4330,23816,36736,147645,296686,5788111,6518023
215,1467,4261,25772,36527,183055,304229,1460315,6720983
216,1397,4190,19555,36876,183334,303182,6113990,6298023
217,1397,4819,18508,36247,183194,290121,3762639,6366538
218,1396,3911,18159,36527,183334,292566,3644047,6716303
219,1467,3841,18089,36667,178584,289772,3868099,6086054
220,1467,3771,18717,36667,182984,289563,1572411,6559300
221,1466,3841,19067,44489,183404,297664,3652009,6088778
222,1467,3841,28146,36178,192902,290052,3788060,6983867
223,1396,3771,26261,36178,177607,293474,4113172,6245781
224,1397,3842,23746,35898,182845,289562,3900785,6627884
225,1886,3772,23607,35759,183054,290051,4328424,6268689
226,1397,3841,18577,33873,182985,289982,1454797,6829796
227,1467,6286,18578,36597,183124,289563,3173176,6347960
228,1397,3772,18159,36667,183124,289842,3969857,6728246
229,1396,4331,18229,36667,183124,293963,3890378,6122232
230,1467,3842,18508,36597,183194,292496,3798886,6619573
231,1956,4331,19067,36806,183124,295499,3801680,6325471
