Repeat,10,100,500,1000,2500,5000,7500,10000,15000,25000,37500,50000,62500,75000,100000
28,908,978,1466,908,1467,1467,1397,1397,978,1467,908,908,978,1397,1397
29,1816,1466,1397,1467,1396,1397,1466,1396,1466,1397,1467,1396,1397,1397,908
30,2864,1397,1397,978,1397,1397,978,908,978,908,908,1397,978,978,1466
31,2375,1955,1397,1467,1397,1467,1396,908,1467,1397,1397,978,1466,1467,978
32,908,978,978,978,908,977,978,978,1397,1397,1397,1466,978,908,1467
33,3352,1956,1466,1885,1397,1467,1467,978,1397,1397,908,978,1467,1467,977
34,4330,2445,1467,1886,1955,1886,1466,1467,977,978,1397,1397,1466,1397,1397
35,1816,1396,1467,1397,1397,1397,978,977,978,978,977,907,1397,1397,1397
36,2794,1467,908,1397,1467,1467,978,978,1467,1396,1467,1467,908,1397,1467
37,5727,1956,1397,1397,4261,978,1466,908,1396,978,978,978,1467,1396,1397
38,1886,1467,1467,1466,1467,1396,908,978,3422,1397,1466,1397,1397,1467,977
39,2934,1885,908,1397,908,908,977,908,1466,977,978,3353,1955,978,1397
40,2375,1397,1467,1467,1397,1397,2445,1397,9359,1397,1397,1467,1466,1397,1467
41,1886,1397,978,1397,977,1467,978,1397,30939,1397,1397,977,978,977,1466
42,3771,4260,1467,1397,1467,1397,1467,977,2374,978,908,1467,1397,1467,1397
43,5238,1955,978,1397,1467,1397,1396,908,978,977,908,5168,908,908,1467
44,6635,2933,1886,1816,1956,1886,978,1397,1467,1397,1467,1467,978,978,1397
45,2375,1885,1397,1467,9009,1397,1397,1397,1397,977,1397,1397,1467,908,908
46,1886,1397,1397,1397,4679,1397,1397,1467,978,1467,977,1397,978,1467,1466
47,2793,1886,1466,1397,1397,1397,1467,1396,1397,978,1397,978,1397,908,1397
48,2864,1886,1397,1397,1397,978,2444,1397,1397,1467,908,1466,977,1397,1467
49,2375,1467,1467,1466,1466,1466,1466,1396,978,978,908,977,1397,977,1466
50,1885,907,1466,1397,1397,1467,978,978,1397,1467,908,1467,908,1397,1467
51,2863,1397,1466,1467,1467,978,1467,1397,978,1397,1397,1397,1397,1467,978
52,1955,1466,978,907,1397,1396,908,978,977,978,1397,978,1397,1466,1396
53,4260,1466,977,1397,1397,1397,1397,1397,978,977,1396,978,1327,1467,1397
54,4260,2864,1397,1396,1816,1396,1466,1467,908,978,1397,1396,978,1467,1396
55,3771,1467,1467,1397,1397,1397,908,1397,1466,1467,1467,908,1466,908,1467
56,2863,1397,1467,1467,1816,1466,1397,978,1397,978,1396,1397,908,1467,1397
57,3422,1886,1886,977,1885,1885,978,908,977,1397,978,977,1466,977,1396
58,3282,1955,1466,1467,9568,1467,1467,1397,1397,908,978,1397,908,1467,978
59,5308,2305,1467,1467,1466,1956,978,908,977,1396,1397,908,1397,978,1397
60,2374,1397,1467,1466,42953,1955,1396,1467,978,1397,1396,1397,1397,1467,1397
61,2444,1466,1467,978,2375,1397,1397,1467,1956,908,1397,1397,908,978,908
62,3841,1885,1885,1816,1886,1397,1396,978,1397,908,1397,978,1396,978,1397
63,1955,1397,1397,1885,908,1397,1397,908,978,978,1397,1397,1397,1397,1397
64,3282,1467,978,1467,1467,1397,1397,1397,1397,978,978,978,978,1397,1466
65,2375,1886,1467,1467,1397,1396,1396,1886,1466,1397,978,1466,1397,977,1467
66,2794,1886,1397,977,1397,978,1397,1397,908,978,1396,978,978,1397,1397
67,4749,2374,1397,1397,978,1886,1467,1397,978,1396,978,1467,1396,1466,1466
68,3423,1467,1467,2375,1467,1466,977,1396,1397,1467,1467,908,978,978,978
69,3353,1467,1397,1397,1397,1397,1467,908,978,1397,978,908,1397,1467,1397
70,1886,1397,1396,908,1397,908,1467,1467,1467,1397,1467,1396,977,1466,908
71,2374,1396,1397,1397,1397,1397,908,1397,978,978,1466,1397,978,1397,1397
72,6635,2864,1397,2374,1397,1397,908,978,978,977,978,978,1397,978,1397
73,1886,1397,1397,1467,908,1397,977,1397,1397,1467,1397,1466,908,1466,1397
74,4820,1885,977,978,1467,1397,1397,977,908,1467,977,978,1467,978,978
75,2794,978,1466,1397,1397,978,1467,908,978,908,1397,1467,1396,1397,908
76,1397,1467,1467,908,1467,1397,977,1396,1397,1397,978,977,1467,1397,1466
77,1886,977,978,1397,1397,978,1467,1467,978,978,1467,1397,908,1397,1467
78,1467,1466,1466,1467,977,1396,1467,978,1396,1397,978,1397,908,977,1467
79,2374,1397,978,908,978,908,1396,1466,978,1397,977,1397,1397,1397,907
80,1466,1396,1467,908,1397,1886,978,978,1467,908,1397,978,978,1397,978
81,2444,1467,1327,908,978,1397,1466,1397,908,1467,908,1397,1397,907,1397
82,6705,2375,1397,978,908,1956,1467,978,1397,1397,1466,1397,978,1397,1467
83,2304,1396,978,1397,908,977,1397,1467,1397,978,1397,978,907,977,1397
84,3771,1956,1397,1467,1397,1467,1397,908,907,908,1397,1467,1397,1397,1397
85,1955,1467,1397,1467,1467,1467,1467,908,1397,1397,978,978,2374,978,1467
86,1397,978,1467,908,1397,1886,1397,1397,977,1397,1397,1397,1466,1466,1467
87,2934,1397,1467,1397,1396,1396,1396,1466,1467,908,977,1397,908,1467,1466
88,2375,1397,1397,1467,908,1467,908,1397,978,1467,978,1397,1396,978,1467
89,3282,1885,1397,1886,977,1397,1396,908,1467,1466,1467,24444,978,1397,978
90,4190,1956,1397,978,978,1886,1397,1396,908,978,978,2375,1467,908,1397
91,3282,1886,908,1396,978,2445,977,908,1397,1467,1467,1397,908,1397,978
92,1886,1885,1397,978,908,2445,1467,908,1397,1396,978,908,1467,908,1397
93,5307,2933,1886,978,1467,978,1397,1397,908,908,1396,1397,1467,1467,1467
94,2375,1397,1396,1397,1397,2304,1397,978,1466,1396,908,978,978,977,908
95,5169,1886,1466,1467,1397,1886,1397,1466,908,908,977,1466,1397,1467,1466
96,2375,2374,1956,1396,1397,1467,978,978,1467,1466,1397,1467,907,1467,978
97,977,1467,1397,908,908,977,1397,1467,978,978,978,908,1467,1396,1397
98,1886,1467,978,1397,1466,1467,1397,1466,1397,1467,1397,1397,978,908,908
99,2445,1885,1397,1466,1397,1397,978,1397,1397,978,978,1397,1466,908,1397
100,2445,1886,1396,1397,1397,1885,1397,1397,1396,1396,1397,977,978,978,908
101,5169,1956,1886,978,1397,1956,1397,908,1397,978,907,1467,1397,1396,1467
102,3702,1467,1397,908,1467,1467,978,978,978,1397,1397,978,1396,978,978
103,1397,1466,1466,1467,1397,1396,1396,907,1397,1397,1396,1466,908,1466,1467
104,2374,1816,1467,1466,1467,1956,978,1397,978,977,1467,978,1466,908,1467
105,3352,1396,1467,978,1397,1467,908,978,1466,1467,978,1467,978,978,1397
106,2444,1397,1886,1397,1886,1397,908,1397,977,978,1466,1467,978,1466,978
107,5168,1466,1466,978,1397,1467,1397,1397,1467,1467,1397,978,1466,1467,1467
108,6565,2863,3283,2374,1397,1955,908,908,908,977,1467,1396,1467,1397,1466
109,2375,1467,1886,978,978,977,908,1397,908,1467,977,908,908,1955,1397
110,1397,1467,908,1397,978,1467,1397,1397,1396,908,908,1466,977,1466,1396
111,3352,978,1466,1396,1466,1397,907,978,978,908,908,908,1467,978,1397
112,4749,2374,1397,1467,1886,1397,1467,1467,1467,1397,908,1467,977,1467,978
113,5308,2305,1397,1815,978,1886,978,1396,908,1397,908,978,978,1397,977
114,1397,1397,1397,1467,1397,977,1466,1467,1467,1397,1466,1397,1467,1397,1397
115,5238,2375,1886,1397,978,1467,908,908,908,1466,1467,1397,977,1466,978
116,1467,1397,978,1466,1397,1397,1467,1466,1397,978,978,907,978,1397,1397
117,978,1466,978,908,1396,978,908,1397,908,1467,1467,1397,1467,1397,1397
118,4679,1956,1467,1397,1467,1397,978,908,978,908,978,1397,1467,1467,1466
119,1396,1467,977,1396,1467,908,1466,2375,1397,978,978,1397,908,1396,908
120,1467,1396,1466,1467,1467,1396,1467,1397,1467,1397,907,978,1397,1397,1466
121,1397,908,908,1466,908,908,1467,1467,978,908,908,1467,1397,1397,1467
122,2444,1396,1885,978,1467,1466,978,1397,1397,908,1397,1396,908,1397,1467
123,1467,1397,1397,1467,1396,1397,978,977,977,1467,1397,978,908,1467,978
124,4819,1396,1466,1466,1397,1467,1467,1467,1397,1466,977,1396,978,1466,1397
125,3282,1886,1466,1466,978,977,1466,908,978,978,1397,1397,1396,1397,1397
126,2375,1467,1886,908,1466,1466,908,1466,907,1397,978,978,908,978,978
127,2445,1466,1466,1397,978,1467,1397,1397,1397,1466,978,977,1397,1397,1467
128,3772,1885,1466,1397,1467,1397,1466,1397,1467,1397,1397,1467,977,908,977
129,2445,908,1956,978,977,1397,1956,1397,978,978,908,978,1397,1397,1397
130,1956,1886,1397,1396,978,838,1467,1397,1397,907,978,1466,1327,1396,978
131,2793,1886,2304,1467,1467,1886,1397,1466,978,978,977,978,908,1397,1467
132,4190,1956,1886,1467,1397,1467,1397,1397,1466,1396,1397,1467,978,1397,908
133,3352,1955,2864,1466,1467,1466,908,1467,977,978,908,1397,1397,1397,1467
134,1886,1467,1396,1397,978,908,977,978,1397,1467,1397,908,977,1396,1397
135,4889,1956,1397,1397,1467,1397,1397,1467,908,977,978,1466,1397,1467,1397
136,3841,1886,1467,978,1467,1396,1467,1397,977,1397,1467,908,978,978,1396
137,1396,1397,1397,908,1397,1467,1466,977,1397,978,907,1467,1397,978,978
138,2724,1955,2374,1396,1397,1885,1467,978,907,908,1397,908,978,1816,1467
139,1886,1397,1397,1956,1397,1397,978,1467,1397,1467,1397,908,1397,1397,1466
140,4260,1955,1466,1956,977,1886,1466,1466,908,908,978,1397,1397,1397,978
141,3352,1397,1956,1467,1467,1397,1397,978,1466,1397,908,1466,978,1396,1467
142,3352,1956,1467,1396,1467,1397,908,1397,978,1467,1466,1397,1396,1397,1396
143,2374,977,1396,1397,977,977,978,1466,978,977,1467,908,978,2864,908
144,2375,1397,1467,1397,1467,1467,908,1467,908,978,978,1467,1467,1886,978
145,4261,1886,1397,1466,1467,1467,977,1397,978,1467,1396,978,978,1467,978
146,2375,908,1397,908,978,1397,978,1397,1396,1466,978,1466,1467,908,1466
147,1955,1467,1397,977,1397,978,1467,1467,908,978,1397,978,908,1467,908
148,4330,2375,1397,1467,977,1327,978,977,978,1466,1396,1467,1466,1396,1466
149,3282,1396,908,1467,1467,1466,1467,977,1466,908,978,907,978,1397,1397
150,4819,1467,1467,1886,1467,908,1397,978,1886,1397,1466,1397,977,1397,978
151,908,978,978,1466,1396,1466,1397,1397,1467,908,978,1396,1467,1397,1396
152,5727,1886,1397,2375,1466,1466,1467,978,1396,978,1397,1397,978,1467,1397
153,4889,1885,1466,1397,1397,1467,1397,1467,1467,978,977,907,1467,1467,1396
154,3283,1397,1397,908,978,1397,1466,1396,978,977,1467,1467,977,977,1397
155,2864,3352,1467,1397,1397,1396,1397,908,1397,1397,1397,908,1467,1467,1396
156,5169,1396,1396,1886,1397,1397,908,908,908,908,978,978,977,977,978
157,1886,1467,1397,1467,1466,1397,1396,977,1466,1467,1397,1467,1397,1467,1467
158,1466,1467,978,1466,1467,908,1467,1397,978,978,977,1397,1466,978,907
159,5797,1466,1397,1886,1397,1956,1397,1397,1467,977,1397,977,908,1396,1467
160,5168,1467,1397,1886,1397,1466,978,1396,977,978,908,1397,1397,1397,908
161,3841,1886,978,1886,1467,1466,977,2375,1397,4819,1466,1397,978,1467,1466
162,3353,1885,1467,1467,1397,1397,1466,1467,1397,1467,978,978,1397,1397,1397
163,1467,1397,977,1397,1396,1467,1467,977,908,1397,1397,1467,978,1397,1396
164,3353,1886,1397,1956,1397,978,978,978,2375,978,1396,978,977,908,1397
165,5168,2374,908,1467,1396,1886,977,1467,978,978,908,1397,908,977,1397
166,2375,1466,1466,1467,1397,1396,1397,978,978,908,1466,978,1397,1397,1466
167,2305,1467,1397,1885,1397,1397,1396,1466,1467,908,978,1396,1397,1397,978
168,2863,1467,907,908,1467,978,1397,1467,908,1397,1467,978,978,908,1467
169,1955,1396,1397,1396,1397,1396,1396,1397,1396,1466,977,1397,1466,1467,908
170,6775,2794,1886,2305,977,1955,1397,1397,908,1397,1467,1397,977,1397,1397
171,4679,1886,1466,1956,1397,1397,1467,1466,908,978,978,908,1467,1466,1397
172,5238,2444,1885,2375,1467,1466,1397,908,1467,908,1396,1467,908,1467,908
173,3841,1955,1397,1467,1397,2444,978,1397,908,978,1397,978,908,1397,1467
174,2444,1467,1466,1886,1397,978,1467,1467,1467,1396,977,1467,1466,978,1466
175,2444,1467,978,1886,978,1466,908,1397,978,978,1467,977,978,1397,1467
176,1397,977,1397,1397,1467,978,1467,1397,1467,1467,978,1397,1467,977,978
177,2794,1397,1397,1397,1397,1467,908,1397,977,977,1397,1397,908,978,1396
178,5308,1886,1397,908,978,1467,978,978,1397,1466,978,978,978,1467,978
179,1397,978,1467,1396,1397,1397,1397,1467,1397,978,1397,1397,978,1467,1885
180,5867,2375,1466,1886,1466,1886,908,1466,1397,1397,908,978,1397,1396,908
181,1397,977,1397,1397,1467,1396,1467,1397,978,1397,978,1467,978,1397,1397
182,2864,1467,1397,1886,978,1467,978,1467,1467,907,1397,978,1397,1397,978
183,3771,1956,1397,1466,1397,1467,1466,1397,978,908,908,1466,1397,1467,1467
184,1886,1886,978,1886,1397,1886,1467,978,977,1397,1397,978,908,1467,1467
185,3422,1885,1396,1885,978,1467,1467,978,1466,978,977,1397,1466,977,908
186,3841,1816,1467,1816,1397,1467,1397,2305,978,1397,978,1467,1467,1467,1467
187,5308,2305,1397,2863,1466,19904,1467,1397,908,977,978,978,978,1467,978
188,4191,1886,1466,977,1466,978,978,908,1397,1397,1466,1396,978,1397,1397
189,2305,1397,1397,1466,978,1467,1467,977,908,1467,1467,908,2374,1397,1467
190,2374,977,978,1955,1467,1397,1397,1467,978,978,978,1397,1397,1886,908
191,2375,1956,977,1397,908,1467,977,978,1397,908,1397,977,1467,1397,1467
192,3842,1956,1397,1467,1397,1397,1397,1396,908,1397,1397,1397,908,1467,978
193,1886,1467,978,1397,1397,1396,1467,1467,1467,978,908,978,1397,1467,977
194,4261,1885,1886,908,1467,1886,978,1396,977,1397,1397,1397,978,977,1467
195,5587,2794,1886,1885,1466,1885,1397,1397,978,908,977,1397,1466,1467,1467
196,1397,1467,1467,1956,1467,1466,1466,907,1397,1467,1467,978,908,1467,1397
197,5308,1816,1886,1467,978,978,1397,978,908,977,978,1397,978,908,1397
198,2933,1956,2863,1816,1467,978,1397,978,908,978,977,978,1397,908,978
199,3772,2375,3282,1955,978,1886,1466,977,1397,1397,1397,1466,1397,1396,1397
200,3352,1956,2933,1955,1397,1397,1467,978,978,978,908,978,1397,1397,1397
201,3282,1885,1886,1886,1466,2305,1955,1467,977,1467,1397,1467,978,1397,908
202,1955,1467,1956,1885,908,1396,908,2374,978,1396,1396,908,1396,1397,978
203,3352,1397,1467,1397,1396,1816,978,977,1467,978,1397,908,1397,978,978
204,1956,1466,977,1467,978,1466,1466,1397,977,978,908,1396,978,1466,1397
205,2305,1467,1397,1467,1397,1397,978,1397,1467,1466,1467,908,977,908,1397
206,978,977,1397,1397,1466,1397,1467,978,978,1397,978,978,1397,1886,1886
207,1886,1955,1397,1397,1397,1397,908,1467,977,978,1467,978,978,908,1397
208,3702,2863,1397,1397,978,1885,908,1466,1397,1397,1396,1467,1396,1467,1466
209,2375,1397,1467,1396,1397,1397,1466,908,977,908,978,978,1397,978,1467
210,4888,2375,1467,1956,1397,1816,1467,2375,978,1466,1397,1396,978,1397,7264
211,2374,1396,1467,1886,1467,1886,978,908,1467,1467,978,978,978,977,908
212,1886,1467,1466,1396,1467,1467,1396,978,977,977,1397,978,1467,1397,2304
213,3352,1397,1467,1955,978,1467,1397,1397,908,1397,1467,1397,1397,2374,978
214,3702,1466,1397,2375,1466,1397,978,908,908,1467,978,1466,978,1397,1397
215,1466,1466,1396,1816,1466,1467,1397,1397,1466,1467,1467,978,1397,2375,1396
216,3352,978,1397,1397,1467,1396,1397,978,908,978,908,978,977,977,1467
217,1955,1397,2374,1886,1466,1467,1397,1397,1396,1397,978,1467,1397,1466,1467
218,2375,1397,978,1397,1397,1886,1467,1397,1397,907,1467,977,908,1466,2374
219,5168,1956,2375,1885,1396,1396,1956,908,908,978,1397,1467,908,908,2863
220,5308,2793,1955,2444,1467,908,908,977,977,1397,1397,908,1467,1466,1327
221,6705,1467,1466,1467,1397,1466,1396,1467,978,908,978,908,977,1397,977
222,4819,2445,908,1886,977,978,1955,1467,978,1467,1467,978,1467,1397,1397
223,2863,1467,1396,1815,1467,1467,1467,977,977,978,1397,908,978,1467,1396
224,5238,2374,1397,1886,978,908,1886,1467,1467,1396,977,908,1396,978,978
225,6146,1886,2304,2375,1466,1397,977,978,978,908,1397,1466,1397,1466,1467
226,2445,1397,978,1886,978,1397,1397,1396,978,1396,1396,978,1467,1467,1467
227,1886,977,1397,1955,1397,1397,1397,1397,1397,978,978,1467,1397,978,1396
228,1466,1397,977,1885,1467,908,1467,1396,978,978,1397,1397,978,978,1397
229,3702,978,1956,1397,978,1467,978,1467,1467,1467,977,978,1466,1397,1397
230,4749,1885,1397,1886,1396,1397,1467,978,978,978,1397,1397,978,1397,908
231,3352,1467,1885,1397,1467,978,1466,1396,1466,978,908,908,1467,908,908
232,5308,1397,1397,1397,1467,1467,978,978,908,977,1466,908,978,1397,1396
233,3772,1886,1397,1467,978,1396,1397,1467,1466,1397,1397,1467,978,1396,1466
234,2375,1397,1397,908,1397,1397,838,977,978,907,1467,978,1467,1397,908
235,4679,2375,1886,1467,908,1886,908,978,908,978,908,978,977,1956,1397
236,4749,1955,1396,1466,1327,1885,1397,1397,1397,1467,908,978,1397,908,1466
237,2863,1397,1466,1397,1397,1467,978,908,908,978,1466,1466,1396,1466,1467
238,2444,1886,1397,908,978,1396,1466,978,1467,1397,978,1397,978,1397,1396
239,4260,1467,1397,1397,978,1886,978,1396,1396,978,1467,978,978,1396,1397
240,3702,1396,2444,1327,1396,1956,1397,978,1397,1396,977,1396,1397,1467,1397
241,3772,1886,1397,908,978,1397,978,1397,908,908,1467,978,978,1397,1466
242,3283,1886,1397,1467,1467,977,1397,977,1397,1467,978,977,908,1397,1467
243,3423,1397,1397,977,907,1397,1396,1467,1397,1397,1466,978,1397,1397,978
244,5727,2375,1467,1397,1397,1396,1397,908,1396,908,1397,1467,978,1466,977
245,4330,1467,1886,1467,1397,1397,1466,1397,1467,1397,977,1466,1397,978,978
246,1816,1466,977,1396,1397,1467,1467,1397,978,978,1467,908,978,978,1467
247,2864,1466,1397,1467,1396,1396,1467,1397,1466,1466,908,1467,1467,1396,1397
248,2934,1467,1397,1397,1467,1467,908,1397,978,978,1466,908,977,908,1397
249,3423,1886,1466,1886,977,1886,1955,1466,1397,1467,978,1467,1466,1396,977
250,3772,908,978,1397,1466,978,978,1467,1397,978,1397,908,1397,908,978
251,2864,1816,1885,1397,978,1397,1466,1467,908,1397,977,908,907,1466,978
252,1816,978,1397,1886,1397,1397,908,1467,1397,908,978,1467,1397,1397,1466
253,4260,1886,1886,1956,1397,1466,1397,1466,978,908,1397,977,907,978,908
254,6286,2793,1956,1955,1397,1956,1397,1397,1397,1397,978,1467,978,1467,1397
255,4749,1955,1466,1955,1466,1397,978,908,977,978,978,978,978,1397,1397
256,1885,1467,1397,1467,1397,1466,1466,978,1397,978,977,1466,977,1397,908
257,5238,1886,1466,1397,1397,1466,978,1396,908,1466,1467,978,978,1396,1397
258,5727,1885,978,1397,1466,1397,1467,1397,1396,978,978,1466,1397,1397,908
259,2934,1397,1397,1397,1467,1885,1397,978,978,1467,1466,908,1396,907,1467
260,5657,1397,1397,977,1467,1397,1397,1467,977,907,1397,908,978,1467,1396
261,3771,1886,1397,1467,978,1396,1397,1397,1397,1397,1397,1396,1397,977,1886
262,1956,977,1467,1467,908,1467,1397,1396,977,1396,1327,978,978,1397,1397
263,2375,978,1886,1397,1397,1467,978,978,1467,1397,978,1397,978,1397,1397
264,6285,2375,1397,1466,1467,1956,1396,1327,908,1396,1466,977,1396,1396,1397
265,5238,1956,1397,1467,1397,1397,978,1397,908,1397,978,1397,978,1467,908
266,2304,1466,908,907,1466,1467,1467,977,1397,978,1467,1397,978,1397,978
267,5308,2374,1956,1397,978,1397,908,1397,1467,1466,1466,978,978,1397,1467
268,1886,1397,978,1466,1467,1885,1397,1467,908,978,1396,1397,1397,1466,1466
269,3352,1885,1885,978,1396,1327,1886,977,978,1397,978,977,908,1467,1466
270,3352,1886,1467,1467,1397,1955,1396,978,1467,977,1396,1467,978,1397,1397
271,3771,1956,1397,1397,908,1467,1397,1397,978,908,1397,978,1397,1467,1396
272,3701,1956,1397,1885,1467,1397,978,1396,908,1466,977,977,908,1397,1397
273,2864,1885,1397,1886,1397,1466,1466,908,1467,1397,978,978,1467,1467,1396
274,1956,1397,1397,1467,1466,1467,978,1397,977,978,1397,1397,978,1396,978
275,4889,1397,1467,1396,1397,1467,1467,1397,1466,1466,978,978,978,1397,978
276,6146,1466,1467,2375,978,1885,908,1467,1467,978,1467,1467,1397,1397,1466
277,1886,1467,1397,1467,1466,1397,1397,977,977,1397,1466,1397,977,1397,1466
278,4749,2374,1466,1886,1397,1816,978,1466,1397,1466,1396,908,1397,1397,978
279,2374,1466,1397,1466,1397,1397,1397,978,1397,978,1467,1397,1397,1397,1467
280,5308,1956,1886,2305,1397,1466,1467,1397,1885,1397,1397,977,908,1397,1397
281,6146,2864,1396,1886,1467,1467,908,978,978,1397,1397,1397,977,1467,978
282,5099,2305,1886,1396,1466,1956,1467,1397,1467,1467,978,978,978,1466,1396
283,1956,978,977,1397,978,1955,908,908,977,1466,978,1397,977,1467,1397
284,6634,1956,1397,2374,1467,1397,1396,908,978,1397,1397,1397,1397,1397,1396
285,3352,1886,1397,1885,978,1467,908,1396,1397,978,977,908,978,977,1397
286,3771,1396,1955,1955,1467,1397,977,978,977,908,978,1467,1397,1397,1397
287,5238,1955,1467,1956,908,1397,1397,978,1397,1397,1467,978,978,978,1467
288,4679,1886,978,1816,1397,1397,978,978,1396,978,908,1466,1397,978,908
289,1955,1397,1396,1885,1397,2444,1466,2793,908,1396,978,978,1397,1466,1397
290,2374,1885,1397,1467,977,1466,978,978,1397,978,1397,1467,1397,1397,978
291,1955,978,1396,1886,1467,1467,1467,1397,977,1396,978,908,1396,978,1467
292,4330,1886,1467,1885,908,1397,977,1397,1467,978,1397,978,978,1396,1397
293,3841,1886,978,1955,1467,1396,1397,1467,978,1467,977,1396,1467,908,1467
294,2305,1467,1397,1885,978,978,1397,1466,1397,1397,1467,908,1397,978,1467
295,3353,1467,1467,1886,1397,1397,1397,1466,1397,978,1397,907,1466,1397,977
296,2934,1466,1466,1397,977,908,1397,1467,1396,1397,908,1467,1397,978,1397
297,3772,1886,1466,1886,1397,2445,908,1397,1397,908,1397,908,977,1397,1467
298,3283,1886,1886,1956,1396,1467,1467,978,978,1467,1396,1466,1397,1467,1396
299,4680,1886,1466,1886,978,1955,977,1467,1466,907,978,1397,978,1467,1467
300,2375,1467,908,1467,1397,1467,1466,977,978,978,1397,1397,1466,977,908
301,1397,1397,1397,1955,978,1886,908,1397,1467,978,1466,1397,978,1397,1467
302,4400,1955,1885,1886,1467,1467,1397,978,907,978,978,977,1467,1397,1467
303,1397,978,1467,1397,978,1467,908,1466,978,978,1397,978,977,908,1466
304,2793,1467,1467,1885,1466,1396,908,1397,1466,1397,1396,1397,1467,1467,978
305,4819,2374,978,1886,1397,1467,1397,1397,908,1396,908,908,977,908,1397
306,1816,1397,1885,1956,1397,978,1397,908,1397,1467,1397,1397,978,1467,1466
307,1886,1397,1886,1886,1397,1955,977,1397,978,977,1397,978,1397,978,978
308,5308,1397,3283,1955,1397,977,1397,977,1397,978,978,1466,908,1466,1396
309,5168,1886,3283,1955,1397,2305,1466,1397,978,908,1466,908,1397,1886,908
310,3771,978,1956,1886,978,1886,1397,1467,1396,1466,978,1396,978,1397,1397
311,3352,1466,1955,1886,1466,1886,1467,977,978,908,1467,1397,1396,1397,1466
312,4260,1955,1885,1886,977,1467,1885,1466,908,1467,1397,978,978,1397,1467
313,3422,1467,1397,1886,1397,1466,1327,978,1397,2374,908,1397,978,2444,1397
314,2794,1397,1396,1397,1467,1467,1396,1397,978,1467,977,978,1397,1467,1397
315,3771,1886,1467,1886,1397,1467,1397,908,1396,978,978,1466,978,1397,1467
316,3771,1885,1397,2375,1397,1467,1886,1397,978,978,1467,978,907,977,1466
317,1466,1467,977,1886,1467,1396,1397,1397,1467,1397,1396,1397,1467,1397,1397
318,2864,1467,1397,2304,978,1397,978,978,977,908,978,977,978,908,1397
319,2933,1885,978,1816,1397,1396,1467,1466,1467,978,978,1397,1466,1396,1466
320,3841,1956,1955,1816,1956,1467,1397,1467,908,1466,1397,908,978,1397,978
321,2794,1397,1467,1955,1466,1397,1397,978,908,1397,1397,978,1397,1396,978
322,1886,1396,1397,1816,1466,1466,978,978,1397,977,908,1397,1397,1397,1466
323,3771,1397,1466,1956,908,978,1467,1397,1466,1467,978,977,978,978,1397
324,7124,2304,1397,1955,1885,1467,1397,1397,1397,978,1397,1467,1466,977,1466
325,2863,2305,1397,1885,1397,1886,977,1397,978,1466,977,978,908,1467,1467
326,5587,1467,908,1397,1466,1397,1467,1397,977,977,1467,1397,978,1467,1397
