Repeat,10,100,500,1000,2500,5000,7500,10000,15000,25000,37500,50000,62500,75000,100000
0,658,101,20,19,3,3,1,3,1,1,1,1,1,1,1
1,1397,407,102,63,20,14,7,6,5,3,1,1,1,1,1
2,1505,179,46,29,8,6,3,3,3,1,1,1,2,1,1
3,1031,309,80,50,19,10,6,5,4,3,2,2,1,1,1
4,455,40,16,12,7,7,3,4,3,2,1,1,1,1,1
5,1031,80,18,12,2,2,1,2,1,2,1,2,1,1,1
6,1031,223,37,30,7,6,3,4,2,1,1,1,1,1,1
7,964,263,73,24,15,3,8,1,3,1,2,1,1,1,1
8,772,220,57,39,12,8,6,5,4,1,1,1,1,1,1
9,1139,229,58,36,13,9,3,4,3,1,1,1,2,1,1
10,1139,308,37,11,12,5,4,4,2,3,1,2,1,1,1
11,545,168,56,41,13,12,5,6,4,4,2,2,1,2,1
12,1031,223,60,44,16,12,5,6,5,3,1,1,1,1,1
13,1139,141,30,21,6,4,4,4,2,2,1,2,1,1,1
14,658,38,5,1,1,1,1,1,1,1,1,1,1,1,1
15,1397,407,102,63,20,14,7,6,5,3,2,1,1,2,1
16,545,58,12,11,4,4,2,3,2,1,1,1,1,1,1
17,1505,331,82,33,21,11,9,6,5,2,2,1,2,1,1
18,1505,331,77,49,13,11,5,5,4,3,1,2,1,1,1
19,1139,308,64,39,10,5,3,2,2,2,1,1,1,1,1
20,1505,143,41,33,12,10,4,5,4,1,1,1,1,1,1
21,455,40,9,4,1,1,1,1,1,1,1,1,1,1,1
22,1031,309,36,8,12,3,3,1,1,1,2,1,2,1,1
23,658,75,21,16,5,5,2,4,2,2,1,2,1,1,1
24,1139,229,30,16,3,1,2,1,1,1,1,1,1,1,1
25,1209,339,81,54,20,12,7,6,3,4,3,2,1,2,1
26,1209,270,73,27,20,6,6,3,2,3,3,1,2,2,1
27,964,89,26,20,3,3,1,2,1,2,1,2,1,1,1
28,772,86,17,3,4,1,2,1,1,1,2,1,1,1,1
29,964,204,53,36,15,10,6,5,5,2,1,1,1,1,1
30,1139,43,14,3,5,2,4,2,2,1,2,1,1,1,1
31,1397,117,19,3,8,3,4,2,1,1,1,1,1,1,1
32,1209,270,43,34,8,7,2,3,2,4,2,2,1,2,1
33,1505,422,102,58,24,13,9,9,5,3,2,2,1,1,1
34,1209,270,61,39,15,7,5,2,2,2,2,1,1,1,1
35,455,69,10,2,4,1,1,1,1,1,1,1,2,1,1
36,1031,96,24,5,8,2,5,1,1,2,2,1,1,1,1
37,1505,179,56,16,14,4,7,3,3,1,1,1,1,1,1
38,1397,196,33,8,6,1,3,1,1,1,2,1,1,1,1
39,1139,308,80,51,17,10,7,3,5,1,1,1,1,1,1
40,455,50,9,2,1,1,1,1,1,1,1,1,1,1,1
41,455,140,15,11,3,3,3,1,3,1,1,1,1,1,1
42,1505,331,55,41,3,2,1,1,1,1,1,1,1,1,1
43,1505,179,25,10,4,4,2,3,2,1,1,1,1,1,1
44,1397,407,73,56,13,10,6,6,3,2,2,2,1,1,1
45,1209,138,32,21,8,7,4,4,3,2,1,1,1,1,1
46,545,168,23,3,4,1,2,1,1,1,2,1,1,1,1
47,964,204,49,34,13,10,6,5,5,2,1,1,1,1,1
48,1397,117,22,16,6,4,1,3,1,1,1,1,1,1,1
49,1397,407,95,38,22,7,7,4,2,2,2,2,2,1,1
50,964,9,4,4,3,3,2,1,2,1,1,1,1,1,1
51,545,68,23,19,7,6,4,4,3,1,1,1,1,1,1
52,658,193,21,17,6,6,1,2,1,2,1,1,1,1,1
53,1397,38,7,6,4,4,1,2,1,2,1,1,1,1,1
54,1031,118,19,14,5,4,3,3,2,1,1,1,1,1,1
55,658,23,9,8,4,4,1,2,1,1,1,1,1,1,1
56,1397,407,95,38,22,7,7,3,2,1,2,1,1,1,1
57,658,193,37,28,10,8,5,5,5,2,1,1,1,1,1
58,772,63,19,15,5,5,2,2,2,1,1,1,1,1,1
59,1139,308,64,25,9,4,5,3,1,1,2,1,1,1,1
60,1397,156,48,34,13,9,3,2,3,2,1,1,2,1,1
61,455,47,7,6,2,2,2,2,2,1,1,1,1,1,1
62,1031,309,82,28,17,5,6,2,2,1,1,1,1,1,1
63,772,63,15,3,3,2,2,2,1,1,1,1,1,1,1
64,1505,23,10,2,3,1,1,1,1,1,1,1,1,1,1
65,455,54,14,11,4,3,1,1,1,2,1,1,1,1,1
66,1209,339,87,32,21,7,8,4,3,1,2,1,2,1,1
67,1505,422,78,57,20,13,8,6,6,1,1,1,1,1,1
68,455,140,29,21,7,7,3,4,3,2,2,1,1,2,1
69,772,146,18,15,4,4,1,3,1,1,1,1,1,1,1
70,964,263,68,46,15,13,6,6,5,3,2,1,1,2,1
71,1397,302,49,37,9,9,3,5,3,2,1,1,1,1,1
72,1505,331,57,6,14,2,3,2,1,1,1,1,2,1,1
73,1031,129,31,9,6,3,3,1,1,2,2,1,1,1,1
74,1397,117,29,21,8,6,3,4,3,1,1,1,1,1,1
75,455,40,5,4,2,2,1,1,1,1,1,1,1,1,1
