Size,10,100,1000,5000,10000,50000,100000,500000,1000000
0,1397,3911,38134,229919,546511,2990971,6584188,39436332,79224596
1,1467,3841,39041,238230,517318,3251062,6625115,37144267,78919038
2,1466,3423,39391,231805,509984,3172839,7632721,37820962,76722656
3,1467,3841,40578,233900,570467,3067518,6976279,38693495,79605652
4,908,3911,41416,247240,527724,2970228,7318643,37327671,78488464
5,978,4190,42813,239557,521648,2934818,7123994,37750981,79099160
6,1397,2445,39740,234458,527445,3007244,6580416,36614517,76058182
7,978,3771,38133,232154,550422,2981333,6916634,36810074,78722015
8,1397,4330,37574,231944,564112,3054458,7545070,37703978,79960867
9,978,3772,39041,238649,549026,3132680,6387095,36685965,77682002
10,1466,3353,38064,243468,516410,3165646,7636353,38046761,80439562
11,1397,3841,38692,247030,514524,3044051,6893167,36563951,77348508
12,1397,3772,39182,258065,533382,2964851,7596752,37622193,77996220
13,1397,3841,38971,255202,524791,2907370,6584327,37399747,76996925
14,1397,2864,40229,257088,518225,2963663,6512809,36809375,76025705
15,1397,3841,37714,247729,534498,3040629,6440383,36995992,77663355
16,1397,3771,37994,247100,510264,2962476,6474396,36682683,76660776
17,1397,3911,38553,245633,518156,2882508,6449951,36384389,77473176
18,1466,3841,37784,249754,517178,3358618,6605420,35904227,77236622
19,1467,3911,39671,246122,513057,3036369,6743008,37043904,79009832
20,978,4260,37575,248217,516898,3239119,6559813,37178838,77055592
21,1397,3911,39670,244027,551330,3013111,6521191,37246724,76796478
22,1467,3771,37715,260998,521508,3068705,6577902,36875865,78584636
23,1396,4261,37715,256179,523534,2987619,6553457,36801832,78816510
24,1397,3771,37365,250453,517667,3040559,6456727,37557589,77698834
25,1466,3841,39112,251500,510753,3023029,6502124,36747077,77280063
26,908,3771,38553,246750,523953,3018699,6420548,37408896,77316031
27,1467,3772,38693,246122,507190,3029105,6308871,37308394,77586109
28,1466,3771,39112,246471,527026,2976724,6671211,37250077,77220418
29,1397,3771,37993,246122,552169,2986432,6590822,36774384,78530300
30,978,3841,37575,273709,524651,3011993,6709972,36720956,79361765
31,1467,3771,43302,252198,527794,2931256,6778976,37203213,81279618
32,1396,3841,41975,252897,547629,3393469,6548917,36631628,78343821
33,1466,3771,37994,276782,535686,3012273,6568892,36796804,77073750
34,1397,3352,37715,248986,529400,3126534,6420479,36377544,77621239
35,1467,3841,39041,253107,526536,2965688,6498003,36699724,78652173
36,1466,3841,38064,254713,533870,2995022,6536765,36904849,77839565
37,908,3772,38273,250103,512149,3499418,7254249,37483767,77038271
38,1397,3841,37575,250802,527445,3356383,6538791,36550402,77928334
39,1397,3772,42813,247729,522835,3088680,6546892,37069327,83008061
40,977,3352,43372,248776,512150,3045587,6491578,36676886,79534343
41,978,3772,37714,251779,520740,3241353,6926692,37693292,77442584
42,978,3841,40368,248567,517597,3004730,6616175,37767603,77176348
43,978,3771,38832,299482,538060,3081765,6600671,36604879,78287041
44,1467,3771,39181,263373,506422,3038673,6691535,37087904,76833774
45,978,3772,38064,239836,614328,3123251,6685179,37055637,78090925
46,1467,3772,39460,233411,516619,3069334,7079994,37555425,76610211
47,1397,3352,38273,239487,550632,3115708,6545356,37770188,77560547
48,1467,3772,38274,232712,526746,3022679,6411190,36923427,78658319
49,1467,3841,37645,238160,507540,3025473,6578182,36846880,78659227
50,1397,3842,40159,230966,517038,3195119,6415660,37323480,77167198
51,1467,3911,40508,242071,523952,3173747,6332269,36814893,79707621
52,907,3841,41975,234459,519763,3027568,6371869,36497532,81986416
